Date,event,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Week_Return,Month_Return,Cumulative_std_Daily_Return,Cumulative_std_Week_Return,Cumulative_std_Month_Return,Indicator_Daily_Return,Indicator_Week_Return,Indicator_Month_Return
2010-01-04,0,24.75,25.690000534057617,24.700000762939453,25.5,19.134689331054688,3895000,,,,,,,0,0,0
2010-01-05,0,25.625,25.7450008392334,25.280000686645508,25.575000762939453,19.190963745117188,4049000,0.0029368895047639,,,,,,0,0,0
2010-01-06,0,25.48500061035156,25.71999931335449,25.28499984741211,25.549999237060547,19.17220115661621,3879600,-0.0009780548800753,,,0.002768283722488,,,-1,0,0
2010-01-07,0,25.34499931335449,25.790000915527344,25.059999465942383,25.790000915527344,19.352298736572266,4672400,0.009349568603499,,,0.0052139084760254,,,1,0,0
2010-01-08,0,25.790000915527344,25.799999237060547,25.350000381469727,25.424999237060547,19.078407287597656,3605200,-0.0142539434653964,,,0.0099666476623391,,,-1,0,0
2010-01-11,0,25.684999465942383,25.89999961853028,25.334999084472656,25.4950008392334,19.13093376159668,2811600,0.0027494754975148,,,0.0087710201221535,,,1,0,0
2010-01-12,0,25.075000762939453,25.19499969482422,24.64999961853028,24.799999237060547,18.609418869018555,4579600,-0.0276387650174381,-0.027834829757132,,0.0137295489459564,,,-1,0,0
2010-01-13,0,25.145000457763672,25.299999237060547,24.424999237060547,24.850000381469727,18.64693832397461,5845600,0.0020141454862836,-0.0287575737756123,,0.0127830944064285,0.0006524785527667,,1,-1,0
2010-01-14,0,24.780000686645508,25.040000915527344,24.64999961853028,24.989999771118164,18.75199317932129,3081200,0.0056179677943919,-0.022161551101145,,0.0122837396641059,0.0035717657247316,,1,-1,0
2010-01-15,0,24.5,25.270000457763672,24.5,25.14999961853028,18.872051239013672,3317000,0.0063821456900419,-0.0251289740146022,,0.0118678093646409,0.0029698351894016,,1,-1,0
2010-01-18,0,25.239999771118164,25.45499992370605,25.0049991607666,25.049999237060547,18.79701042175293,1125800,-0.0039840843037573,-0.0148591148529632,,0.0112158354181219,0.0055954042422509,,-1,-1,0
2010-01-19,0,24.825000762939453,25.545000076293945,24.825000762939453,25.299999237060547,18.984607696533203,2690600,0.0099305685035558,-0.0076780218469221,,0.0112108651133823,0.0082516500073327,,1,-1,0
2010-01-20,0,25.0049991607666,25.21999931335449,24.21999931335449,24.34499931335449,18.26799964904785,5632200,-0.0384779041478865,-0.0185171609773704,,0.0152672504403411,0.0075942376817719,,-1,-1,0
2010-01-21,0,24.450000762939453,24.549999237060547,22.934999465942383,23.14999961853028,17.371294021606445,8859400,-0.0503316973758087,-0.0708630038394629,,0.0194876963964119,0.0190763651052168,,-1,-1,0
2010-01-22,0,23.100000381469727,23.795000076293945,22.95499992370605,23.25,17.446332931518555,6349400,0.0043103679792962,-0.0721706036545586,,0.0189845923481221,0.0233533561016725,,1,-1,0
2010-01-26,0,23.059999465942383,23.77499961853028,23.049999237060547,23.270000457763672,17.46133804321289,7080400,0.0008598649526729,-0.0776928843919276,,0.0183950785056024,0.0263361943428367,,0,-1,0
2010-01-27,0,23.39999961853028,23.950000762939453,23.375,23.75,17.82151985168457,5392000,0.0204175334946119,-0.0532912665935583,,0.0189676571113866,0.0254885248985388,,1,-1,0
2010-01-28,0,24.450000762939453,24.450000762939453,23.80500030517578,24.325000762939453,18.252992630004883,6728800,0.0239221289558355,-0.0392997061412787,,0.01961163390931,0.0243048770337346,,1,-1,0
2010-01-29,0,24.645000457763672,25.125,24.600000381469727,24.799999237060547,18.609418869018555,6946000,0.0193389629707627,0.0185171609773704,,0.0197271314494328,0.0280863506780442,,1,1,0
2010-02-01,0,24.89999961853028,25.395000457763672,24.39999961853028,25.20499992370605,18.91332244873047,4063800,0.0161987621004086,0.0850476204535878,,0.0195987982147758,0.041683509100468,,1,1,0
2010-02-02,0,25.405000686645508,25.450000762939453,24.76000022888184,25.295000076293945,18.980859756469727,4835600,0.0035643662524094,0.084301618726701,,0.0190989188853354,0.0491401313064819,,1,1,0
2010-02-03,0,25.15999984741211,25.31999969482422,24.924999237060547,25.100000381469727,18.834529876708984,3769600,-0.0077388894243312,0.0757028643496969,,0.0186840169875478,0.0529418210892436,,-1,1,0
2010-02-04,0,24.88999938964844,24.959999084472656,23.93000030517578,24.125,18.10291290283203,3994800,-0.0396192141106855,0.0156661167443994,-0.0554298049393308,0.0200282872362987,0.051703302061195,,-1,1,0
2010-02-05,0,23.70499992370605,24.559999465942383,23.350000381469727,23.850000381469727,17.89655876159668,5813600,-0.0114644138961616,-0.0197204261075977,-0.0698311083402564,0.0196564934683025,0.0502063184970594,0.0101832592927193,-1,-1,-1
2010-02-08,0,24.0,24.13999938964844,23.0,23.5,17.633930206298828,4424600,-0.0147838121787745,-0.0538432012571351,-0.0836368656389557,0.0193766539575148,0.0497700619249378,0.0141045781429791,-1,-1,-1
2010-02-09,0,23.8799991607666,24.125,23.530000686645508,23.674999237060547,17.765241622924805,5793600,0.0074191856964967,-0.0626227776610469,-0.085567248545958,0.0190917725126928,0.0496825396373979,0.0140037279007894,1,-1,-1
2010-02-10,0,23.790000915527344,23.89999961853028,23.27499961853028,23.5,17.633930206298828,5418000,-0.0074191856964968,-0.0736063296099532,-0.0787324907770584,0.0187263766218149,0.050042763594205,0.0123415341925462,-1,-1,-1
2010-02-11,0,23.5,23.725000381469727,23.25,23.475000381469727,17.615161895751953,6848800,-0.0010643798057451,-0.066931819991367,-0.0825463460803184,0.0183670734029513,0.0499157438707844,0.0115008897853482,0,-1,-1
2010-02-12,0,23.420000076293945,23.420000076293945,22.959999084472656,23.075000762939453,17.315013885498047,7225400,-0.0171862278919878,-0.0444988337726694,-0.0720938089548681,0.018220241128366,0.0490195966865841,0.0105998946314002,-1,-1,-1
2010-02-17,0,23.75,24.18000030517578,23.600000381469727,24.155000686645508,18.12542724609375,8170000,0.04574161298063,0.0127071931041224,-0.0283663414605216,0.0200989188378633,0.0484552977936291,0.0193103747344373,1,1,-1
2010-02-18,0,24.100000381469727,24.64999961853028,23.799999237060547,24.64999961853028,18.49686813354492,4968000,0.0202854585802435,0.0477764638631405,-0.0136988506746701,0.0201592810871008,0.0493511741924195,0.0259339508026395,1,1,-1
2010-02-19,0,24.39999961853028,24.854999542236328,24.30500030517578,24.75,18.5718994140625,4330200,0.0040486040014455,0.0444058821680891,-0.0160323923632665,0.0198422572411265,0.0498592528892157,0.0286613963027502,1,1,-1
2010-02-22,0,24.89999961853028,24.934999465942383,24.375,24.600000381469727,18.4593448638916,4782400,-0.0060790305694828,0.0457460372951032,-0.018127338628992,0.019540537701014,0.0502785193888684,0.0298025641343011,-1,1,-1
2010-02-23,0,24.450000762939453,24.450000762939453,23.81999969482422,24.174999237060547,18.140430450439453,3651600,-0.0174274486648848,0.0293829684359634,-0.0454853557974329,0.0194410924498581,0.0499830026700588,0.0285457095215316,-1,1,-1
2010-02-24,0,24.25,24.34000015258789,23.549999237060547,23.64999961853028,17.746482849121094,3454800,-0.0219559109721876,0.0246132853557636,-0.0289633626217341,0.0194594378292128,0.0495367446741691,0.0282076022143598,-1,1,-1
2010-02-25,0,23.375,24.989999771118164,23.2549991607666,24.875,18.665695190429688,7434800,0.0505001842365126,0.029371856611646,0.0718685189905873,0.0211407125207411,0.049208258781385,0.0428233865318048,1,1,1
2010-02-26,0,25.0,25.65999984741211,24.9950008392334,25.65999984741211,19.25474548339844,7786600,0.0310700701963066,0.0401564682277091,0.0986282212075976,0.0214991476542136,0.0491760877620131,0.0551938427702559,1,1,1
2010-03-01,0,25.75,26.34499931335449,25.709999084472656,26.0,19.509876251220703,4766000,0.0131631847805189,0.0492710490067828,0.1109315410354437,0.0213057325254243,0.0493990120503643,0.0644491640023041,1,1,1
2010-03-02,0,26.125,26.23500061035156,26.0,26.0,19.509876251220703,4160200,0.0,0.0553500795762656,0.0905140075408319,0.0210160175495,0.0497624531009834,0.0683851163259287,0,1,1
2010-03-03,0,26.0,26.52499961853028,25.6299991607666,25.75,19.32228279113769,5937400,-0.0096619109117368,0.0631156173294135,0.0569299676732595,0.0208015278945885,0.0503238509448644,0.0686558801981969,-1,1,1
2010-03-04,0,25.8799991607666,26.25,25.405000686645508,26.25,19.69746971130371,5022000,0.0192313619278875,0.1043028902294888,0.0568223666303844,0.0207512831374521,0.0527176279563775,0.0686642156968637,1,1,1
2010-03-05,0,26.61000061035156,27.1200008392334,26.420000076293945,27.1200008392334,20.350297927856445,6056400,0.0326055049797459,0.086408210972722,0.0732291095097215,0.0210864950103206,0.0538598930669653,0.0693845636176936,1,1,1
2010-03-08,0,27.174999237060547,27.489999771118164,27.075000762939453,27.34000015258789,20.5153865814209,6612600,0.0080793428595474,0.0634174836359629,0.0777440861168595,0.0208524659706409,0.0540070912026806,0.0700521102346318,1,1,1
2010-03-09,0,27.125,28.5,26.80500030517578,28.299999237060547,21.23575019836425,8804400,0.0345109408132741,0.0847652396687183,0.1199939163544652,0.0212030987049869,0.0548101012934221,0.0731437804471714,1,1,1
2010-03-10,0,28.489999771118164,28.809999465942383,28.165000915527344,28.5,21.38582801818848,9035200,0.0070423095844045,0.0918075492531228,0.1666554400495552,0.0209666694711387,0.0557480753477522,0.0791420660326417,1,1,1
2010-03-11,0,28.299999237060547,28.690000534057617,28.065000534057617,28.299999237060547,21.23575019836425,4076400,-0.0070423095844045,0.0944271505804552,0.1710775443613124,0.0207760819657052,0.0566416193220607,0.0840452297229882,-1,1,1
2010-03-12,0,28.600000381469727,28.645000457763672,27.76000022888184,27.799999237060547,20.860557556152344,4417600,-0.0178257844374744,0.057370004215093,0.1680355721026125,0.0207574594812729,0.0563826743421253,0.0876229941752726,-1,1,1
2010-03-15,0,27.600000381469727,27.96500015258789,27.049999237060547,27.815000534057617,20.871814727783203,2569400,0.0005394694748762,0.0253039687102235,0.1611558558809919,0.0205315226326206,0.0557243325833044,0.0900055996599015,0,1,1
2010-03-16,0,27.815000534057617,27.815000534057617,27.815000534057617,27.815000534057617,20.871814727783203,0,0.0,0.0172246258506761,0.1685750415774888,0.0203136808049818,0.0550605750226979,0.0922741016382224,0,1,1
2010-03-17,0,28.790000915527344,28.94499969482422,27.89999961853028,28.295000076293945,21.23200035095215,4136600,0.0171096505632606,-0.0001766643993376,0.1867490719464945,0.0202194399366432,0.0544538039809645,0.0950484723681035,1,0,1
2010-03-18,0,28.325000762939453,28.489999771118164,27.53499984741211,28.049999237060547,21.048154830932617,3692400,-0.0086965085214252,-0.0159154825051674,0.1952387913170571,0.0200704614876981,0.0540022724799672,0.097724490759134,-1,-1,1
2010-03-19,0,28.100000381469727,28.184999465942383,27.575000762939453,27.700000762939453,20.785520553588867,4641400,-0.0125561640332045,-0.0214293369539673,0.1369410143032226,0.019971683292181,0.0536290697914984,0.0974911127491015,-1,-1,1
2010-03-22,0,27.38999938964844,27.69499969482422,27.15999984741211,27.39999961853028,20.56040954589844,3708000,-0.0108894412644611,-0.014492993780954,0.105766114458518,0.0198508892088278,0.0531783112069435,0.0964171480646482,-1,-1,1
2010-03-23,0,27.64999961853028,28.190000534057617,27.43000030517578,27.975000381469727,20.99187660217285,4481800,0.0207682683623109,0.0057358051064807,0.1224857788193835,0.0198386199887559,0.0526149265055566,0.0957198410151161,1,1,1
2010-03-24,0,27.7549991607666,28.3700008392334,27.63500022888184,28.25,21.198230743408203,4804600,0.0097821897583671,0.0155179948648478,0.1383469991472334,0.0196809648650642,0.052068255351752,0.0954065958327504,1,1,1
2010-03-25,0,28.489999771118164,28.80500030517578,28.239999771118164,28.25,21.198230743408203,4337400,0.0,-0.0015916556984127,0.1557744478121183,0.0194995591729709,0.0515646584476473,0.0955412346302,0,0,1
