Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Week_Return,Month_Return,Cumulative_std_Daily_Return,Cumulative_std_Week_Return,Cumulative_std_Month_Return,Indicator_Daily_Return,Indicator_Week_Return,Indicator_Month_Return
0,2011-05-02,4.705844879150391,4.851988792419434,4.705844879150391,4.808145999908447,4.428367614746094,29936513,,,,,,,0,0,0
1,2011-05-03,4.822760105133057,4.878294944763184,4.735074043273926,4.764303207397461,4.3879876136779785,3599867,-0.009160267792211635,,,,,,0,0,0
2,2011-05-04,4.770149230957031,4.816915035247803,4.770149230957031,4.816915035247803,4.436445236206055,4191406,0.010982393955054792,,,0.014243012712638963,,,1,0,0
3,2011-05-05,4.796453952789307,4.796453952789307,4.770149230957031,4.787685871124268,4.409523963928223,3752456,-0.0060865109633972654,,,0.010851438602190264,,,-1,0,0
4,2011-05-06,4.778916835784912,4.787685871124268,4.676616191864014,4.75261116027832,4.377219200134277,4134612,-0.007352993048527637,,,0.009343353046706892,,,-1,0,0
5,2011-05-09,4.737997055053711,4.749688148498535,4.688307762145996,4.705844879150391,4.334146976470947,71384,-0.009888857554899265,,,0.008673544214724218,,,-1,0,0
6,2011-05-10,4.705844879150391,4.705844879150391,4.705844879150391,4.705844879150391,4.334146976470947,0,0.0,-0.02150623540398104,,0.00795410270264118,,,0,0,0
7,2011-05-11,4.749688148498535,4.822760105133057,4.749688148498535,4.793531894683838,4.414907455444336,667148,0.018462159843428205,0.006116192231658684,,0.011052546346535724,0.019532005893995542,,1,1,0
8,2011-05-12,4.740920066833496,4.799376964569092,4.735074043273926,4.799376964569092,4.420291423797607,786893,0.0012186231922685093,-0.003647578531127505,,0.010249355124346753,0.014007506043170276,,1,-1,0
9,2011-05-13,4.793531894683838,4.793531894683838,4.74676513671875,4.778916835784912,4.401447296142578,753365,-0.004272193008455055,-0.001833260576185355,,0.009681695859081732,0.011657518466128624,,-1,-1,0
10,2011-05-16,4.778916835784912,4.778916835784912,4.778916835784912,4.778916835784912,4.401447296142578,0,0.0,0.005519732472342339,,0.00913050444624359,0.011179529603610659,,0,1,0
11,2011-05-17,4.705844879150391,4.720458984375,4.682462215423584,4.705844879150391,4.334146976470947,591538,-0.015408590027241547,0.0,,0.009743668056533986,0.010077527361863722,,-1,0,0
12,2011-05-18,4.691230773925781,4.714613914489746,4.609389781951904,4.618157863616943,4.253386974334717,2380182,-0.018809432644883346,-0.018809432644883346,,0.010487162902146515,0.011061550225547931,,-1,-1,0
13,2011-05-19,4.618157863616943,4.670770168304443,4.606466770172119,4.626926898956299,4.261462688446045,1514257,0.0018970162403690277,-0.03537457624794257,,0.010145989751095904,0.014870018747830364,,1,-1,0
14,2011-05-20,4.6210808753967285,4.6736931800842285,4.533394813537598,4.659079074859619,4.291075706481934,1124573,0.006924894185887719,-0.029668305254323332,,0.010099270544742628,0.015568164711165825,,1,-1,0
15,2011-05-23,4.606466770172119,4.641541957855225,4.545085906982422,4.641541957855225,4.274922847747803,935719,-0.0037711756509091103,-0.02916728789677734,,0.009739827765379218,0.015759471637680097,,-1,-1,0
