Date,event,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Week_Return,Month_Return,Cumulative_std_Daily_Return,Cumulative_std_Week_Return,Cumulative_std_Month_Return,Indicator_Daily_Return,Indicator_Week_Return,Indicator_Month_Return
2010-01-04,0,3.538014888763428,3.659329891204834,3.530060052871704,3.530060052871704,2.7404532432556152,3360374,,,,,,,0,0,0
2010-01-05,0,3.5877349376678467,3.5976779460906982,3.482330083847046,3.5579030513763428,2.762068033218384,3511221,0.0078564578595915,,,,,,0,0,0
2010-01-06,0,3.579780101776123,3.579780101776123,3.5121610164642334,3.5201170444488525,2.732733964920044,2148064,-0.0106771004839775,,,0.0131052047842542,,,-1,0,0
2010-01-07,0,3.530060052871704,3.530060052871704,3.4803409576416016,3.4803409576416016,2.701854705810547,826642,-0.0113639750002642,,,0.0109040483368626,,,-1,0,0
2010-01-08,0,3.4982399940490723,3.540004014968872,3.460453987121582,3.5320489406585693,2.7419967651367188,2579990,0.0147478736835044,,,0.0131945038619465,,,1,0,0
2010-01-11,0,3.5579030513763428,3.5579030513763428,3.500228881835937,3.5240941047668457,2.73582124710083,1387291,-0.0022547273235747,,,0.0114768864585688,,,-1,0,0
2010-01-12,0,3.530060052871704,3.540004014968872,3.458465099334717,3.502218008041382,2.718838930130005,1572331,-0.00622692731568,-0.0079183985804006,,0.0105429820947821,,,-1,0,0
2010-01-13,0,3.530060052871704,3.530060052871704,3.4564759731292725,3.4564759731292725,2.683328628540039,1066992,-0.0131469191999016,-0.0289217756398938,,0.0106118761945724,0.0148516303465855,,-1,-1,0
2010-01-14,0,3.4564759731292725,3.472385883331299,3.36101508140564,3.36101508140564,2.609220027923584,1165546,-0.028006529254142,-0.0462512044100583,,0.0132148397310671,0.0191957241427081,,-1,-1,0
2010-01-15,0,3.368969917297364,3.418689012527466,3.311295986175537,3.335160970687866,2.589148998260498,1659319,-0.0077220906354221,-0.0426093200452161,,0.0123726805094489,0.0173563801377433,,-1,-1,0
2010-01-18,0,3.36101508140564,3.380903005599976,3.34112811088562,3.353060007095337,2.603044509887696,1281196,0.0053524185873783,-0.0520047751413423,,0.0122342223800961,0.0176248954531799,,1,-1,0
2010-01-19,0,3.3789141178131104,3.380903005599976,3.3510708808898926,3.368969917297364,2.6153953075408936,2985770,0.0047336712539512,-0.0450163765638162,,0.0119824331386924,0.0162318528205508,,1,-1,0
2010-01-20,0,3.3789141178131104,3.3789141178131104,3.2695319652557373,3.34112811088562,2.593780755996704,3407136,-0.008298527405436,-0.0470879766535721,,0.011484535800317,0.0152890274009738,,-1,-1,0
2010-01-21,0,3.321239948272705,3.359025955200196,3.221801996231079,3.2814650535583496,2.547463893890381,4761745,-0.0180185223692817,-0.0519595798229522,,0.0116097888615966,0.0149284033440697,,-1,-1,0
2010-01-22,0,3.291408061981201,3.3232290744781494,3.2615768909454346,3.301352024078369,2.5629026889801025,4456530,0.0060421034905265,-0.0179109470782838,,0.0115814106155454,0.0158210372117179,,1,-1,0
2010-01-26,0,3.2476561069488525,3.4127230644226074,3.2476561069488525,3.321239948272705,2.5783419609069824,1828268,0.0060061027653634,-0.0041827536774982,,0.011502646502769,0.0183062170960805,,1,-1,0
2010-01-27,0,3.380903005599976,3.380903005599976,3.2933969497680664,3.380903005599976,2.624659538269043,317282,0.0178046436356869,0.0082694713708101,,0.0123847907432455,0.0216105610430594,,1,1,0
2010-01-28,0,3.4007909297943115,3.420677900314331,3.27748703956604,3.31925106048584,2.5767977237701416,1465229,-0.0184036619443371,-0.0148678618274781,,0.0125819714592627,0.0210937466103628,,-1,-1,0
2010-01-29,0,3.34112811088562,3.380903005599976,3.321239948272705,3.380903005599976,2.624659538269043,3614300,0.0184036619443371,0.0118343275222951,,0.0132644558352399,0.02318240638828,,1,1,0
2010-02-01,0,3.4007909297943115,3.430622100830078,3.355048894882202,3.4007909297943115,2.64009952545166,2447245,0.0058651957450979,0.0357180456366749,,0.0130293943427668,0.0277234374465939,,1,1,0
2010-02-02,0,3.420677900314331,3.440566062927246,3.4027791023254395,3.440566062927246,2.6709766387939453,1011179,0.0116279800455637,0.041303922191712,,0.0130409567307656,0.0312696087244308,,1,1,0
2010-02-03,0,3.440566062927246,3.4544870853424072,3.4027791023254395,3.440566062927246,2.6709766387939453,490756,0.0,0.0352978194263485,,0.0127138399141385,0.032961108458815,,0,1,0
2010-02-04,0,3.464431047439575,3.464431047439575,3.3510708808898926,3.3988020420074463,2.638554573059082,469637,-0.012212982074901,0.0052801937157605,-0.0378918539959171,0.0126267447657611,0.0322603016676405,,-1,1,0
2010-02-05,0,3.363003969192505,3.3888580799102783,3.34112811088562,3.370959043502808,2.616939783096313,1085597,-0.008225742429448,0.0154581132306497,-0.0539740542849567,0.0124107422356891,0.0320078949340051,0.0113718328807801,-1,1,-1
2010-02-08,0,3.390846967697144,3.420677900314331,3.370959043502808,3.4127230644226074,2.6493616104125977,118666,0.0123132387184315,0.009367690004744,-0.0309837150825477,0.0124848715330507,0.0314695576731272,0.0117962935282303,1,1,-1
2010-02-09,0,3.410733938217163,3.458465099334717,3.410733938217163,3.4127230644226074,2.6493616104125977,933744,0.0,0.0035024942596461,-0.0196197400822835,0.0122252487247918,0.0307859085910193,0.0143705260430288,0,1,-1
