Date,event,Open,High,Low,Close,Adj Close,Volume,WClose,Daily_Return,Week_Return,Month_Return,Cumulative_std_Daily_Return,Cumulative_std_Week_Return,Cumulative_std_Month_Return,Indicator_Daily_Return,Indicator_Week_Return,Indicator_Month_Return
2010-01-04,0,7.964593887329102,7.964593887329102,7.892242908477783,7.932068824768066,6.164487361907959,2226669,,,,,,,,0,0,0
2010-01-05,0,7.944681167602539,7.945344924926758,7.688465118408203,7.799314975738525,6.06131649017334,1044033,,-0.0168779610933909,,,,,,0,0,0
2010-01-06,0,7.8915791511535645,7.896889209747314,7.772764205932617,7.845778942108154,6.097426891326904,402246,,0.005939842003444,,,0.0161346233015514,,,1,0,0
2010-01-07,0,7.75616979598999,7.944016933441162,7.75616979598999,7.8524169921875,6.102585315704346,1931387,,0.0008456425448284,,,0.0119772641020031,,,0,0,0
2010-01-08,0,7.865692138671875,7.953973770141602,7.865692138671875,7.928750038146973,6.161908149719238,5179493,,0.0096739905045028,,,0.0117530806550053,,,1,0,0
2010-01-11,0,7.945344924926758,7.945344924926758,7.768117904663086,7.814581871032715,6.073181629180908,1473398,,-0.0145038700211911,,,0.0120444530884062,,,-1,0,0
2010-01-12,0,7.814581871032715,7.8915791511535645,7.566995143890381,7.825866222381592,6.081950664520264,1972064,,0.0014428533805758,-0.013479502681231,,0.0109234585793263,,,1,0,0
2010-01-13,0,7.832502841949463,7.832502841949463,7.634698867797852,7.749532222747803,6.022627830505371,539342,,-0.009801796732209,-0.0064033383200491,,0.0103725319648531,0.0050036038045823,,-1,-1,0
2010-01-14,0,7.699748992919922,7.815908908843994,7.636026859283447,7.7654619216918945,6.035008430480957,366089,,0.002053570709634,-0.010289609613859,,0.0097896292236726,0.0035437885663232,,1,-1,0
2010-01-15,0,7.84378719329834,7.851089000701904,7.666561126708984,7.732937812805176,6.009731292724609,286243,3.3375185103128806,-0.0041972139615022,-0.0153324661201896,,0.0091718062873301,0.003915182232217,,-1,-1,0
